trip_id,corporation,route_code,origin,destination,distance_km,hour_of_day,day_of_week,is_peak_hour,weather_condition,traffic_density_index,passenger_occupancy_percent,actual_delay_mins,fuel_consumed_liters
TN-70H-1033,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,11,3,0,Fog,0.27,45,9.0,7.7
TN-TRY-SRM-1034,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,11,0,0,Clear,0.55,39,17.8,5.3
TN-11G-1035,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,9,5,1,Fog,0.82,116,25.8,8.9
TN-SETC-108X-1036,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,12,1,0,Clear,0.46,55,11.3,71.5
TN-SETC-902X-1037,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,18,3,1,Rain,0.98,100,45.0,256.4
TN-101A-1038,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,20,3,1,Rain,0.93,124,45.3,11.4
TN-SLM-ERD-1039,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,12,5,0,Clear,0.44,57,15.4,32.8
TN-CBE-101-1040,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,18,3,1,Clear,0.83,126,25.0,7.1
TN-70H-1041,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,10,2,1,Fog,0.75,107,23.4,8.6
TN-SETC-108X-1042,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,15,4,0,Fog,0.5,38,19.9,73.6
TN-MDU-RMS-1043,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,18,6,1,Fog,0.87,108,30.3,89.6
TN-11G-1044,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,11,2,0,Fog,0.54,72,17.5,7.2
TN-11G-1045,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,20,0,1,Rain,0.98,116,41.1,8.2
TN-101A-1046,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,5,2,0,Clear,0.36,40,9.4,9.7
TN-TRY-401-1047,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,6,6,0,Clear,0.35,37,13.1,26.6
TN-D70-1048,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,20,2,1,Clear,0.9,87,30.9,16.9
TN-5E-1049,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,21,4,0,Fog,0.25,33,12.8,7.6
TN-SLM-301-1050,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,8,0,1,Monsoon_Heavy,0.98,91,58.8,23.7
TN-23C-1051,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,10,5,1,Clear,0.93,108,26.3,7.9
TN-SLM-301-1052,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,21,3,0,Fog,0.59,39,20.5,21.8
TN-5E-1053,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,8,6,1,Clear,0.81,111,28.2,8.2
TN-SLM-ERD-1054,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,15,2,0,Monsoon_Heavy,0.48,47,39.8,33.5
TN-MDU-201-1055,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,12,1,0,Monsoon_Heavy,0.59,44,40.9,5.7
TN-MDU-KODAI-1056,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,19,6,1,Monsoon_Heavy,0.98,108,59.9,70.1
TN-70H-1057,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,21,0,0,Clear,0.35,55,16.3,7.1
TN-101A-1058,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,17,6,1,Clear,0.87,126,24.5,10.7
TN-SETC-902X-1059,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,21,2,0,Rain,0.48,73,29.7,222.9
TN-CBE-PLK-1060,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,16,0,0,Clear,0.61,69,23.6,25.0
TN-SLM-301-1061,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,11,4,0,Monsoon_Heavy,0.75,71,48.5,22.8
TN-SETC-902X-1062,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,17,6,1,Clear,0.93,90,25.2,251.9
TN-5E-1063,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,21,4,0,Clear,0.3,62,11.0,7.9
TN-SETC-902X-1064,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,10,0,1,Clear,0.93,100,30.2,251.8
TN-CBE-OOTY-1065,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,18,4,1,Clear,0.89,108,26.0,50.2
TN-23C-1066,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,6,6,0,Fog,0.62,58,18.3,8.1
TN-SLM-301-1067,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,15,1,0,Fog,0.65,66,22.9,23.2
TN-TRY-SRM-1068,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,12,2,0,Clear,0.33,75,12.1,5.1
TN-MDU-RMS-1069,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,21,5,0,Clear,0.25,63,9.7,74.8
TN-MDU-201-1070,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,19,0,1,Clear,0.89,111,24.4,5.5
TN-5E-1071,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,20,1,1,Rain,0.82,128,38.3,9.3
TN-TRY-401-1072,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,17,6,1,Clear,0.85,125,26.3,31.4
TN-SLM-ERD-1073,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,18,6,1,Clear,0.74,93,23.6,35.5
TN-TRY-401-1074,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,21,0,0,Fog,0.3,60,6.3,26.3
TN-TRY-SRM-1075,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,16,0,0,Monsoon_Heavy,0.78,37,46.5,6.6
TN-101A-1076,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,21,1,0,Clear,0.37,53,10.8,9.1
TN-5E-1077,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,9,6,1,Monsoon_Heavy,0.98,104,59.4,9.0
TN-SLM-ERD-1078,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,5,0,0,Monsoon_Heavy,0.56,32,42.6,34.0
TN-SETC-108X-1079,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,19,2,1,Rain,0.92,100,37.8,81.7
TN-SETC-902X-1080,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,19,6,1,Rain,0.97,94,45.9,254.6
TN-SETC-801X-1081,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,18,3,1,Clear,0.93,100,29.8,233.1
TN-SLM-301-1082,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,13,5,0,Clear,0.59,75,14.9,22.3
TN-CBE-OOTY-1083,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,22,5,0,Clear,0.49,35,13.4,45.1
TN-SETC-108X-1084,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,6,4,0,Monsoon_Heavy,0.49,60,41.2,72.2
TN-TRY-SRM-1085,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,10,0,1,Clear,0.9,100,31.5,7.2
TN-SETC-108X-1086,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,19,0,1,Monsoon_Heavy,0.98,100,56.7,83.6
TN-70H-1087,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,15,3,0,Clear,0.39,63,11.6,7.3
TN-23C-1088,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,8,4,1,Clear,0.77,96,22.4,7.3
TN-CBE-OOTY-1089,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,18,5,1,Clear,0.72,105,20.2,48.3
TN-CBE-OOTY-1090,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,17,0,1,Clear,0.74,105,21.5,48.9
TN-23C-1091,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,6,1,0,Clear,0.54,67,15.3,7.5
TN-TRY-401-1092,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,17,0,1,Clear,0.72,114,23.6,29.7
TN-70H-1093,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,18,5,1,Clear,0.94,86,27.6,9.8
TN-23C-1094,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,12,6,0,Monsoon_Heavy,0.69,38,45.4,7.6
TN-21G-1095,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,21,1,0,Clear,0.37,40,15.1,9.4
TN-MDU-KODAI-1096,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,22,3,0,Clear,0.2,59,11.7,56.2
TN-SETC-902X-1097,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,10,0,1,Clear,0.94,100,27.7,252.4
TN-MDU-RMS-1098,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,16,6,0,Fog,0.3,62,8.5,74.9
TN-TRY-SRM-1099,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,23,0,0,Clear,0.24,74,5.3,4.9
TN-TRY-SRM-1100,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,13,3,0,Clear,0.47,50,19.1,6.7
TN-SETC-902X-1101,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,13,6,0,Fog,0.4,45,15.0,216.6
TN-570-1102,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,19,4,1,Clear,0.7,93,23.8,20.0
TN-SLM-ERD-1103,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,5,0,0,Fog,0.28,65,13.5,31.4
TN-MDU-RMS-1104,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,22,0,0,Fog,0.49,64,12.0,80.6
TN-SLM-301-1105,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,8,2,1,Rain,0.98,107,41.9,25.1
TN-70H-1106,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,8,3,1,Clear,0.94,113,25.3,9.4
TN-CBE-101-1107,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,16,1,0,Clear,0.57,70,16.8,6.7
TN-D70-1108,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,20,2,1,Clear,0.77,123,22.0,15.7
TN-SETC-902X-1109,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,17,0,1,Clear,0.85,100,24.0,246.4
TN-SETC-108X-1110,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,23,1,0,Clear,0.46,34,11.9,73.1
TN-D70-1111,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,21,5,0,Clear,0.29,73,5.9,14.9
TN-TRY-SRM-1112,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,13,5,0,Monsoon_Heavy,0.8,30,54.4,6.7
TN-SETC-902X-1113,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,6,6,0,Clear,0.39,56,11.2,216.6
TN-SLM-301-1114,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,20,2,1,Monsoon_Heavy,0.98,99,51.8,25.2
TN-TRY-SRM-1115,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,19,2,1,Clear,0.8,106,21.7,6.6
TN-70H-1116,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,12,5,0,Rain,0.73,45,32.7,8.2
TN-21G-1117,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,8,0,1,Rain,0.91,86,41.6,11.1
TN-CBE-PLK-1118,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,13,1,0,Clear,0.41,51,16.8,23.8
TN-TRY-401-1119,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,12,0,0,Monsoon_Heavy,0.68,36,48.0,30.2
TN-21G-1120,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,6,0,0,Rain,0.44,74,22.8,8.9
TN-SLM-301-1121,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,6,2,0,Monsoon_Heavy,0.68,34,43.3,21.9
TN-101A-1122,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,14,6,0,Rain,0.48,69,30.2,9.0
TN-SETC-801X-1123,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,5,3,0,Rain,0.51,57,32.2,206.8
TN-CBE-PLK-1124,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,5,3,0,Monsoon_Heavy,0.55,42,39.5,23.4
TN-21G-1125,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,23,6,0,Clear,0.61,38,21.0,9.6
TN-MDU-KODAI-1126,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,20,5,1,Monsoon_Heavy,0.98,100,52.6,69.4
TN-5E-1127,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,14,4,0,Rain,0.53,71,31.7,8.1
TN-TRY-SRM-1128,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,9,1,1,Rain,0.88,106,38.0,7.4
TN-TRY-401-1129,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,23,5,0,Fog,0.27,45,9.7,27.2
TN-101A-1130,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,18,2,1,Clear,0.95,125,33.7,11.2
TN-CBE-PLK-1131,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,11,5,0,Rain,0.61,59,32.7,24.3
TN-SETC-108X-1132,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,23,2,0,Monsoon_Heavy,0.53,51,39.4,73.8
TN-101A-1133,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,20,1,1,Clear,0.87,99,27.3,10.0
TN-SLM-ERD-1134,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,15,6,0,Fog,0.37,55,9.8,32.8
TN-MDU-201-1135,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,5,0,0,Clear,0.21,37,4.6,5.1
TN-SETC-902X-1136,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,23,6,0,Clear,0.22,31,5.4,204.6
TN-D70-1137,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,13,5,0,Clear,0.35,65,9.7,13.9
TN-11G-1138,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,13,0,0,Clear,0.57,38,17.5,8.3
TN-23C-1139,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,15,1,0,Clear,0.41,53,16.6,7.5
TN-TRY-401-1140,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,18,5,1,Clear,0.73,93,26.1,30.0
TN-MDU-RMS-1141,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,16,2,0,Monsoon_Heavy,0.59,70,41.9,81.6
TN-SETC-801X-1142,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,23,1,0,Monsoon_Heavy,0.53,39,40.8,207.1
TN-CBE-101-1143,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,9,6,1,Monsoon_Heavy,0.98,116,53.3,6.4
TN-SLM-ERD-1144,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,7,1,0,Monsoon_Heavy,0.57,71,45.9,33.7
TN-TRY-401-1145,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,19,1,1,Clear,0.89,118,30.0,32.2
TN-SLM-ERD-1146,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,20,2,1,Monsoon_Heavy,0.98,122,57.2,37.5
TN-570-1147,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,19,6,1,Clear,0.8,104,24.8,21.3
TN-11G-1148,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,16,2,0,Monsoon_Heavy,0.44,35,37.9,7.5
TN-D70-1149,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,23,0,0,Rain,0.53,51,28.7,15.1
TN-MDU-KODAI-1150,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,16,6,0,Rain,0.44,54,22.4,60.3
TN-CBE-101-1151,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,7,2,0,Clear,0.33,62,11.5,6.2
TN-CBE-101-1152,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,12,0,0,Clear,0.23,32,8.8,5.5
TN-CBE-PLK-1153,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,13,2,0,Fog,0.57,73,21.7,23.8
TN-SETC-801X-1154,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,9,6,1,Fog,0.89,100,23.8,229.5
TN-MDU-201-1155,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,17,3,1,Monsoon_Heavy,0.98,85,55.6,6.4
TN-5E-1156,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,17,1,1,Clear,0.89,98,28.0,9.3
TN-TRY-SRM-1157,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,19,5,1,Rain,0.89,90,38.5,6.1
TN-MDU-KODAI-1158,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,11,3,0,Rain,0.68,31,32.8,64.9
TN-5E-1159,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,14,5,0,Clear,0.42,72,17.1,7.9
TN-MDU-KODAI-1160,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,18,5,1,Rain,0.98,119,41.1,70.3
TN-SETC-108X-1161,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,6,1,0,Clear,0.64,51,21.3,76.7
TN-SETC-801X-1162,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,23,6,0,Rain,0.74,43,39.7,219.9
TN-MDU-RMS-1163,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,11,3,0,Clear,0.35,58,13.3,76.3
TN-11G-1164,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,8,5,1,Monsoon_Heavy,0.95,123,54.9,8.1
TN-21G-1165,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,17,2,1,Clear,0.76,127,24.5,10.4
TN-MDU-201-1166,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,21,0,0,Clear,0.35,56,11.0,6.2
TN-5E-1167,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,22,3,0,Rain,0.63,54,36.5,9.3
TN-5E-1168,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,11,2,0,Rain,0.67,72,33.4,8.9
TN-CBE-OOTY-1169,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,23,1,0,Monsoon_Heavy,0.72,59,46.1,47.1
TN-5E-1170,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,19,0,1,Rain,0.96,100,42.5,10.1
TN-SLM-ERD-1171,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,19,3,1,Monsoon_Heavy,0.91,90,51.9,37.9
TN-SLM-301-1172,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,16,5,0,Fog,0.56,55,19.3,22.4
TN-11G-1173,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,18,1,1,Clear,0.93,112,29.0,9.3
TN-11G-1174,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,23,0,0,Rain,0.61,32,29.5,8.5
TN-CBE-101-1175,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,22,2,0,Fog,0.61,74,21.8,7.1
TN-SLM-ERD-1176,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,18,6,1,Monsoon_Heavy,0.93,108,50.6,36.8
TN-CBE-PLK-1177,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,18,3,1,Clear,0.77,117,20.5,24.9
TN-SETC-902X-1178,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,19,3,1,Clear,0.89,97,27.3,248.7
TN-23C-1179,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,9,2,1,Fog,0.89,116,27.9,7.5
TN-D70-1180,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,19,1,1,Rain,0.98,95,39.9,16.3
TN-23C-1181,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,10,2,1,Clear,0.84,110,23.7,8.4
TN-70H-1182,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,13,1,0,Rain,0.46,43,29.2,8.6
TN-TRY-SRM-1183,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,11,3,0,Fog,0.22,70,10.9,5.8
TN-23C-1184,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,17,5,1,Clear,0.82,123,21.6,8.5
TN-570-1185,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,12,2,0,Clear,0.29,31,9.5,19.4
TN-CBE-PLK-1186,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,11,5,0,Fog,0.23,36,11.1,22.5
TN-11G-1187,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,10,0,1,Rain,0.93,105,39.8,8.8
TN-SETC-801X-1188,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,11,4,0,Rain,0.72,37,32.7,218.8
TN-CBE-PLK-1189,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,10,0,1,Rain,0.97,85,41.6,27.1
TN-21G-1190,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,13,5,0,Monsoon_Heavy,0.57,34,47.1,9.8
TN-SETC-801X-1191,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,20,0,1,Fog,0.84,100,23.7,227.6
TN-SETC-801X-1192,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,15,5,0,Fog,0.37,74,9.3,197.5
TN-CBE-PLK-1193,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,20,0,1,Clear,0.7,122,22.0,25.3
TN-D70-1194,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,21,4,0,Fog,0.64,44,16.4,16.1
TN-23C-1195,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,14,1,0,Fog,0.39,45,14.3,6.4
TN-MDU-201-1196,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,20,2,1,Clear,0.74,98,25.0,5.6
TN-SETC-801X-1197,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,19,5,1,Clear,0.73,100,24.7,220.5
TN-TRY-401-1198,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,18,5,1,Clear,0.9,99,31.6,31.6
TN-D70-1199,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,11,4,0,Clear,0.61,72,24.2,16.0
TN-D70-1200,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,17,4,1,Clear,0.75,125,19.6,16.8
